id,title,description,director,country,year,language,image,imdbid
27,ALL NIGHT LONG,"Othellois translated to the world of sixties London jazz clubs in Basil Dearden’s smoky and sensationalAll Night Long.Over the course of one eventful evening, the anniversary celebration of the musical and romantic partners Aurelius Rex (Paul Harris) and Delia Lane (Marti Stevens), a jealous, ambitious drummer, Johnny Cousin (Patrick McGoohan), attempts to tear the interracial couple apart. This daring psychodrama also features on-screen appearances by jazz legends Charles Mingus, Dave Brubeck, Tubby Hayes, and Johnny Dankworth.",Basil Dearden,United Kingdom,1962,English,https://s3.amazonaws.com/criterion-production/films/206d3612870ac05bf88bcc8d2e8d3059/YPoWZODoEbomhN3cOhg16jqR1n0sMC_large.jpg,0082001
28,ALL THAT HEAVEN ALLOWS,"This heartbreakingly beautiful indictment of 1950s American mores by Douglas Sirk follows the blossoming love between a well-off widow (Jane Wyman) and her handsome and earthy younger gardener (Rock Hudson). When their romance prompts the scorn of her children and country club friends, she must decide whether to pursue her own happiness or carry on a lonely, hemmed-in existence for the sake of the approval of others. With the help of ace cinematographer Russell Metty, Sirk imbues nearly every shot with a vivid and distinct emotional tenor. A profoundly felt film about class and conformity in small-town America,All That Heaven Allowsis a pinnacle of expressionistic Hollywood melodrama.",Douglas Sirk,United States,1955,English,https://s3.amazonaws.com/criterion-production/films/ef45f7fd0ccef1e881abc80c6b24ff60/GgZDqyYrxCYlRn5FxwXi15SB4qyUTU_large.jpg,0047811
29,ALL THAT JAZZ,"The preternaturally gifted director and choreographer Bob Fosse turned the camera on his own life for this madly imaginative, self-excoriating musical masterpiece. Roy Scheider gives the performance of his career as Joe Gideon, whose exhausting work schedule—mounting a Broadway production by day and editing his latest movie by night—and routine of amphetamines, booze, and sex are putting his health at serious risk. Fosse burrows into Gideon’s (and his own) mind, rendering his interior world as phantasmagoric spectacle. Assembled with visionary editing that makes dance come alive on-screen as never before, and overflowing with sublime footwork by the likes of Ann Reinking, Leland Palmer, and Ben Vereen,All That Jazzpushes the musical genre to personal depths and virtuosic aesthetic heights.",Bob Fosse,United States,1979,English,https://s3.amazonaws.com/criterion-production/films/8ee8b30fd8b04c0925a571a6aa83551b/AMKYaHIhWGuRsN3wZvDOZojSyG2ZaD_large.jpg,0078754
30,ALL THESE WOMEN,"Conceived as an amusing diversion in the wake of Ingmar Bergman’s despairing trilogy, this comedy is the director’s first film in color, and it is an opulent visual feast. Working from a bawdy screenplay he cowrote with actor Erland Josephson, about a supercilious critic drawn into the dizzying orbit of a famous cellist, Bergman brings together buoyant comic turns by a number of his frequent collaborators, including Jarl Kulle, Eva Dahlbeck, Harriet Andersson, and Bibi Andersson.All These Women,in which Bergman pokes fun at the pretensions of drawing-room art, possesses a distinctly playful atmosphere and carefree cadences.",Ingmar Bergman,Sweden,1964,Swedish,https://s3.amazonaws.com/criterion-production/films/a542db89247489d8305dafba6620ad4e/gNegY1fNjIg43C6vk8OCMNf2g1aS35_large.jpg,0058124
32,AMARCORD,"This carnivalesque portrait of provincial Italy during the fascist period, the most personal film by Federico Fellini, satirizes the director’s youth and turns daily life into a circus of social rituals, adolescent desires, male fantasies, and political subterfuge, all set to Nino Rota’s classic, nostalgia-tinged score. The Academy Award–winningAmarcordremains one of cinema’s enduring treasures.",Federico Fellini,Italy,1973,Italian,https://s3.amazonaws.com/criterion-production/films/84514daa31d11ecc8efb89a53abba2f8/u6uT9NDu4YUQGebS2sXinyxWiNLJIp_large.jpg,0071129
33,THE AMERICAN FRIEND,"Wim Wenders pays loving homage to rough-and-tumble Hollywood film noir withThe American Friend,a loose adaptation of Patricia Highsmith’s novelRipley’s Game.Dennis Hopper oozes quirky menace as an amoral American art dealer who entangles a terminally ill German everyman, played by Bruno Ganz, in a seedy criminal underworld as revenge for a personal slight—but when the two become embroiled in an ever-deepening murder plot, they form an unlikely bond. Filmed on location in Hamburg and Paris, with some scenes shot in grimy, late-seventies New York City, Wenders’s international breakout is a stripped-down crime story that mixes West German and American film flavors, and it features cameos by filmmakers Jean Eustache, Samuel Fuller, and Nicholas Ray.",Wim Wenders,Germany,1977,"English,                                          French,                                          German",https://s3.amazonaws.com/criterion-production/films/bfc170fd79de2f1298ae0115534a9594/YIHd0ub4uOeANf4KvdgkkwZFqg0p6D_large.jpg,0075675
34,THE AMERICAN SOLDIER,"The German-born American GI Ricky (Karl Scheydt) returns to Munich from Vietnam and is promptly hired as a contract killer. Rainer Werner Fassbinder’s experimental noir is a subversive, self-reflexive gangster movie full of unexpected asides and stylistic flourishes, and features an audaciously bonkers final shot and memorable turns from many of the director’s rotating gallery of players.",Rainer Werner Fassbinder,Germany,1970,German,https://s3.amazonaws.com/criterion-production/films/391f3d5266f94d20191230447e42515f/pogiDpUsRlcGFlLqxkT3xmU5S9PF10_large.jpg,0065391
55,ARMY,"Kinoshita’s ambitious and intensely moving film begins as a multigenerational epic about the military legacy of one Japanese family, before settling into an emotionally complex portrayal of parental love during wartime. As the mother and father of a boy shipped off to battle, Kinuyo Tanaka and Chishu Ryu locate profound depths of feeling that transcend ideology.",Keisuke Kinoshita,Japan,1944,Japanese,https://s3.amazonaws.com/criterion-production/films/af35fbaa142b0ed056c2a307f871ac4f/jRfPShY8FWDX11Ioqxdj8uv9zXBhfr_large.jpg,0993840
35,LE AMICHE,"This major early achievement by Michelangelo Antonioni bears the first signs of the cinema-changing style for which he would soon be world-famous.Le amiche(The Girlfriends) is a brilliantly observed, fragmentary depiction of modern bourgeois life, conveyed from the perspective of five Turinese women. As four of the friends try to make sense of the suicide attempt of the fifth, they find themselves examining their own troubled romantic lives. With suggestions of the theme of modern alienation and the fastidious visual abstraction that would define his later masterpieces such asL’avventura, L’eclisse,andRed Desert,Antonioni’s film is a devastating take on doomed love and fraught friendship.Le amichewas restored by the Cineteca di Bologna at L’Immagine Ritrovata. Restoration funding provided by Gucci and The Film Foundation.",Michelangelo Antonioni,Italy,1955,Italian,https://s3.amazonaws.com/criterion-production/films/58cac693035172b69c7684a7ae929829/dCY15ZqPrfGXF5TJsvMHuivIBO2sEg_large.jpg,0047821
37,ANATOMY OF A MURDER,"A virtuoso James Stewart plays a small-town Michigan lawyer who takes on a difficult case: the defense of a young army lieutenant (Ben Gazzara) accused of murdering a local tavern owner who he believes raped his wife (Lee Remick). This gripping envelope-pusher, the most popular film by Hollywood provocateur Otto Preminger, was groundbreaking for the frankness of its discussion of sex—but more than anything else, it is a striking depiction of the power of words. Featuring an outstanding supporting cast—with a young George C. Scott as a fiery prosecutor and the legendary attorney Joseph N. Welch as the judge—and an influential score by Duke Ellington,Anatomy of a Murderis an American movie landmark, nominated for seven Oscars, including best picture.",Otto Preminger,United States,1959,English,https://s3.amazonaws.com/criterion-production/films/303871dba84408054692162d362e800f/DZ4pikcV8PR878mzRBY3nRygvVnyXH_large.jpg,0052561
38,AND EVERYTHING IS GOING FINE,"After the death in 2004 of American theater actor and monologist Spalding Gray, director Steven Soderbergh pieced together a narrative of Gray’s life to create the documentaryAnd Everything Is Going Fine.Brilliantly and sensitively assembled entirely from footage of Gray, taken from interviews and one-man shows from throughout his career, it is a rich, full portrait—an autobiography of sorts—of a figure who was never less than candid but retained an air of mystery.",Steven Soderbergh,United States,2010,English,https://s3.amazonaws.com/criterion-production/films/283b78c881c289756e21a5dd88c921b2/RyFBAndA3bKfYsY4sf6NO02158MiaR_large.jpg,1122614
39,AND GOD CREATED WOMAN,"The astounding success of Roger Vadim’sAnd God Created Womanrevolutionized the foreign film market and turned Brigitte Bardot into an international star. Bardot stars as Juliette, an 18-year-old orphan whose unbridled appetite for pleasure shakes up all of St. Tropez; her sweet but naïve husband Michel (Jean-Louis Trintignant) endures beatings, insults, and mambo in his attempts to tame her wild ways.",Roger Vadim,France,1956,French,https://s3.amazonaws.com/criterion-production/films/bca07f5e4a908871739d665ddb2b60a2/W7dw9STqtbOBxehSpyuxW1NeEwspGi_large.jpg,0049189
40,AND LIFE GOES ON,"In the aftermath of the 1990 earthquake in Iran that left fifty thousand dead, Abbas Kiarostami returned to Koker, where his camera surveys not only devastation but also the teeming life in its wake. Blending fiction and reality into a playful, poignant road movie,And Life Goes Onfollows a film director who, along with his son, makes the trek to the region in hopes of finding out if the young boys who acted inWhere Is the Friend’s House?are among the survivors, and discovers a resilient community pressing on in the face of tragedy. Finding beauty in the bleakest of circumstances, Kiarostami crafts a quietly majestic ode to the best of the human spirit.",Abbas Kiarostami,Iran,1992,Persian,https://s3.amazonaws.com/criterion-production/films/b3a96bc84d9f889e0c8efd9ecd9dadae/8DA1TFta3dWtinQi5aa4WYwLJqEQj0_large.jpg,0105888
41,ANDREI RUBLEV,"Tracing the life of a renowned icon painter, the second feature by Andrei Tarkovsky vividly conjures the murky world of medieval Russia. This dreamlike and remarkably tactile film follows Andrei Rublev as he passes through a series of poetically linked scenes—snow falls inside an unfinished church, naked pagans stream through a thicket during a torchlit ritual, a boy oversees the clearing away of muddy earth for the forging of a gigantic bell—gradually emerging as a man struggling mightily to preserve his creative and religious integrity. Appearing here in the director’s preferred 183-minute cut as well as the version that was originally suppressed by Soviet authorities, the masterworkAndrei Rublevis one of Tarkovsky’s most revered films, an arresting meditation on art, faith, and endurance.",Andrei Tarkovsky,Soviet Union,1966,Russian,https://s3.amazonaws.com/criterion-production/films/cef59cc409f2026448ee1292336bb5c2/USAkq7ABJffPQM1hvXfwfvMQntufhR_large.jpg,0060107
42,ANDROCLES AND THE LION,"George Bernard Shaw’s breezy, delightful dramatization of this classic fable—about a Christian slave who pulls a thorn from a lion''s paw and is spared from death in the Colosseum as a result of his kind act—was written as a meditation on modern Christian values. And Pascal’s final Shaw production plays it broadly, casting comic character actor Alan Young as the titular naïf. He’s ably supported by Jean Simmons, Victor Mature, Robert Newton, and Elsa Lanchester.",Chester Erskine,United Kingdom,1952,English,https://s3.amazonaws.com/criterion-production/films/e5143fe569bd9242bdb2b475ef51f4f2/GGcYlq4h2GFwNG3QECGUmg0DgszIm9_large.jpg,0044355
