id,title,description,director,country,year,language,image,imdbid
682,MAN IS NOT A BIRD,"Man Is Not a Birdis an antic, free-form portrait of the love lives of two less-than-heroic men who labor in a copper factory. For this first feature, following years of making documentaries and experimental shorts, Dusan Makavejev and his crew set up shop in Bor, a mining town in the mountains near Yugoslavia’s border with Bulgaria, interviewing the workers in the region and even shooting footage inside the local ore factories. Yet the result is hardly a staid tribute to the working class. Also featuring seductive Milena Dravic, who would go on to star in Makavejev’s groundbreakingWR: Mysteries of the Organism, Man Is Not a Birdis one of cinema’s most assured and daring debuts.",Dušan Makavejev,Yugoslavia,1965,Serbo-Croatian,https://s3.amazonaws.com/criterion-production/films/31ec952d32145bfe242a4c1b187021fa/bNa4o4AivhUBPdacbpJN6IKxha7994_large.jpg,0059063
683,THE MAN WHO FELL TO EARTH,"The Man Who Fell to Earthis a daring exploration of science fiction as an art form. The story of an alien on an elaborate rescue mission provides the launching pad for Nicolas Roeg’s visual tour de force, a formally adventurous examination of alienation in contemporary life. Rock legend David Bowie, in his acting debut, completely embodies the title role, while Candy Clark, Buck Henry, and Rip Torn turn in pitch-perfect supporting performances. The film’s hallucinatory vision was obscured in the American theatrical release, which deleted nearly twenty minutes of crucial scenes and details. The Criterion Collection is proud to present Roeg’s full uncut version, in this exclusive new director-approved high-­definition widescreen transfer.",Nicolas Roeg,United States,1976,English,https://s3.amazonaws.com/criterion-production/films/3efe70d9dba29843d49954161453e578/vHs5Kke4jcyOGFVkRE3LVBDpQ6ZIVD_large.jpg,10758074
684,THE MAN WHO KNEW TOO MUCH,"An ordinary British couple vacationing in Switzerland suddenly find themselves embroiled in a case of international intrigue when their daughter is kidnapped by spies plotting a political assassination. This fleet and gripping film is the first of the early thrillers the Master of Suspense, Alfred Hitchcock, made during the fertile phase of his career spent at the Gaumont-British Picture Corporation. Besides affirming Hitchcock’s genius, it gave the brilliant Peter Lorre his first English-speaking role, as a slithery villain. With its tension and gallows humor, it’s pure Hitchcock, and it set the tone for such films asThe 39 StepsandThe Lady Vanishes.",Alfred Hitchcock,United Kingdom,1934,English,https://s3.amazonaws.com/criterion-production/films/173775b5891198c7753e9dcdfd780e56/S4kZvmiDUAT67on6ydyegGR3dw7H78_large.jpg,0049470
685,LE MARIAGE DE CHIFFON,"This delightful comedy brought Claude Autant-Lara his first popular success as a director. Chiffon (Odette Joyeux) is being pushed by her mother to wed a dashing military officer (André Luguet) but finds herself drawn to her stepfather’s penniless brother (Jacques Dumesnil). ForLe mariage de Chiffon,Autant-Lara convened the creative team—including screenwriter Jean Aurenche, cameraman Philippe Agostini, and the incomparable Joyeux—that would reunite for each of his subsequent three features, initiating a remarkable run of sharp love stories.",Claude Autant-Lara,France,1942,French,https://s3.amazonaws.com/criterion-production/films/a61bf7df3267a8394798540b0e6a6243/xThd7HAKnTfFlGkcDzVIv63rhI8uQY_large.jpg,0259446
686,MARIUS,"Adapting his hit playMariusfor the screen two years after its stage premiere, Marcel Pagnol turned his inimitable creative energies to the new medium of sound cinema in a felicitous collaboration with the Hungarian-born director Alexander Korda, soon to leave his mark on British cinema. Young Marius and Fanny begin to recognize that their lifelong friendship has blossomed into romance, but their hopes of marriage are left unrealized when Marius cannot overcome his longing to go to sea, against the wishes of his adoring father, César, but with Fanny’s selfless encouragement. Pagnol and Korda bring a keening lyricism to this tale of lovers torn between devotion and the restless urge for adventure, a conflict that begins to shape their destinies in ways they could never have predicted.",Alexander Korda,France,1931,French,https://s3.amazonaws.com/criterion-production/films/0a23a551aebf07fcf997dd0fc7201868/gK5Z0zfUDusxIBnAScefOq7kY5Pw6q_large.jpg,0022125
687,MARKETA LAZAROVÁ,"In its native land, František Vláčil’sMarketa Lazarováhas been hailed as the greatest Czech film ever made; for many U.S. viewers, it will be a revelation. Based on a novel by Vladislav Vančura, this stirring and poetic depiction of a feud between two rival medieval clans is a fierce, epic, and meticulously designed evocation of the clashes between Christianity and paganism, humankind and nature, love and violence. Vláčil’s approach was to re-create the textures and mentalities of a long-ago way of life, rather than to make a conventional historical drama, and the result is dazzling. With its inventive widescreen cinematography, editing, and sound design,Marketa Lazarováis an experimental action film.",František Vláčil,Czechoslovakia,1967,"Czech,                                          German",https://s3.amazonaws.com/criterion-production/films/98a978f6bef534712f668212a2a2427c/siz1rk8Ivd4r95tysvYTxlmGmZAfz8_large.jpg,0063278
688,THE MARRIAGE OF MARIA BRAUN,"Maria (Hanna Schygulla) marries Hermann Braun in the last days of World War II, only for him to go missing in the war. Alone, Maria puts to use her beauty and ambition in order to find prosperity during Germany’s “economic miracle” of the 1950s. Rainer Werner Fassbinder’s biggest international box-office success,The Marriage of Maria Braunis a heartbreaking study of a woman picking herself up from the ruins of her own life, as well as a pointed metaphorical attack on a society determined to forget its past.",Rainer Werner Fassbinder,West Germany,1979,English,https://s3.amazonaws.com/criterion-production/films/e311332e819ce74aa50e4f9478640c5a/XsG0lbHPxqjuVl8tZubZfqCvpopBuf_large.jpg,0079095
689,A MARRIED COUPLE,"Billy and Antoinette Edwards let it all hang out for Allan King and crew in this jaw-dropping examination of a marriage in trouble, which “makes John Cassavetes’sFaceslook like early Doris Day” (Time). Intense and hectic, frightening and funny,A Married Coupleis ultimately a film about the eternal power struggle in romantic relationships, as well as a document of the moment when entrenched gender roles began to crumble.",Allan King,Canada,1969,English,https://s3.amazonaws.com/criterion-production/films/996dd5b11fc9015784b66c9ff1a06347/kCNIRqcS9I38qKdfiZtBR21yF6BNqx_large.jpg,16231800
690,MARTHA GRAHAM: DANCE ON FILM,"One of the great artistic forces of the twentieth century, performer, choreographer, and teacher Martha Graham influenced dance worldwide. Criterion presents a sampling of her stunning craft, all collaborations with television arts-programming pioneer Nathan Kroll.A Dancer''s World(1957), narrated by Graham herself, is a glimpse into her class work and methodology.Appalachian Spring(1958) andNight Journey(1961) are two complete Graham ballets, the first a celebration of the American pioneer spirit, scored by Aaron Copland, the second a powerfully physical rendering of the Oedipus myth. These are signature Graham works and tributes to the art of the human body.",Nathan Kroll,United States,1959,English,https://s3.amazonaws.com/criterion-production/films/85fde6e10c9b088d8feed4809ede6995/ZXZHb9g0k9jNqHuCOOFh00ggApkwZq_large.jpg,13129952
691,MASCULIN FÉMININ,"WithMasculin féminin,ruthless stylist and iconoclast Jean-Luc Godard introduces the world to the children of Marx and Coca-Cola, through a gang of restless youths engaged in hopeless love affairs with music, revolution, and each other. French new wave icon Jean-Pierre Leaud stars as Paul, an idealistic would-be intellectual struggling to forge a relationship with the adorable pop star Madeleine (real-life yé-yé girl Chantal Goya). Through their tempestuous affair, Godard fashions a candid and wildly funny free-form examination of youth culture in throbbing 1960s Paris, mixing satire and tragedy as only Godard can.",Jean-Luc Godard,France,1966,French,https://s3.amazonaws.com/criterion-production/films/64d21e77f437a54ee85b075a18810951/iE2Kc5MVA6KSohkGrrFvNEFGcuH3op_large.jpg,0060675
692,THE MASSEURS AND A WOMAN,"A pair of blind masseurs, an enigmatic city woman, a lonely man and his ill-behaved nephew—The Masseurs and a Womanis made up of crisscrossing miniature studies of love and family at a remote resort in the mountains. With delicate and surprising humor, Hiroshi Shimizu paints a timeless portrait of loneliness and the human need to connect.",Hiroshi Shimizu,Japan,1938,Japanese,https://s3.amazonaws.com/criterion-production/films/c02c4aa609824030e40216497743497f/dhf3ReLOhyiAk1XzOwejbjQYO9yibb_large.jpg,2239822
693,A MASTER BUILDER,"Twenty years after their brilliant cinema-theater experimentVanya on 42nd Street,Wallace Shawn and André Gregory reunited to produce another idiosyncratic film version of a classic play, this time Henrik Ibsen’sBygmester Solness(Master Builder Solness). Brought pristinely to the screen by Jonathan Demme, this compellingly abstract reimagining features Shawn (who also wrote the adaptation) as a visionary but tyrannical middle-aged architect haunted by figures from his past, most acutely an attractive, vivacious young woman (the breathtaking newcomer Lisa Joyce) who has appeared on his doorstep. Also featuring standout supporting performances by Julie Hagerty, Larry Pine, and Gregory,A Master Builder,likeVanya,is the result of many years of rehearsals, a living, breathing, constantly shifting work that unites theater, film, and dream.",Jonathan Demme,United States,2014,English,https://s3.amazonaws.com/criterion-production/films/4d12d0b6523c10060860b2695f32672f/KmC0p8LFp4dAfgyLalLkQRoZgakcY3_large.jpg,2276069
694,MASTER OF THE HOUSE,"Before he turned to the story of Joan of Arc, the Danish cinema genius Carl Theodor Dreyer fashioned this ahead-of-its-time examination of domestic life. A deft comedy of gentle revenge, it is the story of a housewife who, with the help of a wily nanny, turns the tables on her tyrannical husband. In it, Dreyer combines lightness and humor with his customary meticulous craft and sense of integrity.Master of the House,an enormous box-office success in its day, is a jewel of the silent cinema.",Carl Th. Dreyer,Denmark,1925,Danish,https://s3.amazonaws.com/criterion-production/films/55bfdb7f62206db7e4500dcdb850d17c/NxmCfGvMqbizxJmkBDsYwkUfjgJAV7_large.jpg,11198330
695,THE MATCH FACTORY GIRL,"Kaurismäki took his penchant for despairing character studies to unspeakably grim depths in the shockingly entertainingThe Match Factory Girl.Kati Outinen is memorably impenetrable as Iris, whose grinding days as a cog in a factory wheel, and nights as a neglected daughter living with her parents, ultimately send her over the edge. Yet despite her transgressions, Kaurismäki makes Iris a compelling, even sympathetic figure. Bleak yet suffused with comic irony,The Match Factory Girlcloses out the “Proletariat Trilogy” with a bang—and a whimper.",Aki Kaurismäki,Finland,1990,Finnish,https://s3.amazonaws.com/criterion-production/films/fdfbd230ca10df2fde7939762a75725c/hpudPXhRIeQlGJOhIPkDieYc1hfELO_large.jpg,0098532
696,MATEWAN,"Written and directed by John Sayles, this wrenching historical drama recounts the true story of a West Virginia coal town where the local miners’ struggle to form a union rose to the pitch of all-out war in 1920. When Matewan’s miners go on strike, organizer Joe Kenehan (Chris Cooper, in his film debut) arrives to help them, uniting workers white and black, Appalachia-born and immigrant, while urging patience in the face of the coal company’s violent provocations. With a crackerjack ensemble cast—including James Earl Jones, David Strathairn, Mary McDonnell, and Will Oldham—and Oscar-nominated cinematography by Haskell Wexler,Matewantaps into a rich vein of Americana with painstaking attention to local texture, issuing an impassioned cry for justice that still resounds today.",John Sayles,United States,1987,English,https://s3.amazonaws.com/criterion-production/films/cbcfd13607da02c008bac763443a428e/A5FgzMYh7cEOvsCZ4XHBqvwnOlaUWL_large.jpg,0093509
697,A MATTER OF LIFE AND DEATH,"After miraculously surviving a jump from his burning plane, RAF pilot Peter Carter (David Niven) encounters the American radio operator (Kim Hunter) to whom he has just delivered his dying wishes, and, face-to-face on a tranquil English beach, the pair fall in love. When a messenger from the hereafter arrives to correct the bureaucratic error that spared his life, Peter must mount a fierce defense for his right to stay on earth—painted by production designer Alfred Junge and cinematographer Jack Cardiff as a rich Technicolor Eden—climbing a wide staircase to stand trial in a starkly beautiful, black-and-white modernist afterlife. Intended to smooth tensions between the wartime allies Britain and America, Michael Powell and Emeric Pressburger’s richly humanisticA Matter of Life and Deathtraverses time and space to make a case for the transcendent value of love.",Michael Powell and Emeric Pressburger,United Kingdom,1946,English,https://s3.amazonaws.com/criterion-production/films/69bacb52c7796d3fc2e37c7e1e2ddd6b/NGlO5lUTrsZN3usOFgwxTBaFHTOtGq_large.jpg,0038733
698,MAYERLING,"The gorgeous duo of Charles Boyer and Danielle Darrieux first appeared on-screen together almost twenty years beforeThe Earrings of Madame de . . . ,in this sumptuous, tragic romance from Anatole Litvak (The Snake Pit, Anastasia).Mayerlingis the profoundly emotional true story of the doomed adulterous affair between Archduke Rudolf, heir to the Austrian throne, and the young and innocent baron’s daughter Marie Vetsera.",Anatole Litvak,France,1936,French,https://s3.amazonaws.com/criterion-production/films/babb52f89b5488d00cb76a924d7e06eb/XPxkbzNVy36iDfcGUxaqpxFC6LJ0tI_large.jpg,0064645
699,MCCABE & MRS. MILLER,"This unorthodox dream western by Robert Altman may be the most radically beautiful film to come out of the New American Cinema. It stars Warren Beatty and Julie Christie as two newcomers to the raw Pacific Northwest mining town of Presbyterian Church, who join forces to provide the miners with a superior kind of whorehouse experience. The appearance of representatives of a powerful mining company with interests of its own, however, threatens to be the undoing of their plans. With its fascinating flawed characters, evocative cinematography by the great Vilmos Zsigmond, innovative overlapping dialogue, and haunting use of Leonard Cohen songs,McCabe & Mrs. Millerbrilliantly deglamorized and revitalized the most American of genres.",Robert Altman,United States,1971,English,https://s3.amazonaws.com/criterion-production/films/9676ccbf8da26b964e0339ec979c1815/krYPZfP7VVBB2wRzYqXJaw2tJtzPR4_large.jpg,0067411
700,MEANTIME,"A slow-burning depiction of economic degradation in Thatcher’s England, Mike Leigh’sMeantimeis the culmination of the writer-director’s pioneering work in television. Unemployment is rampant in London’s working-class East End, where a middle-aged couple and their two sons languish in a claustrophobic public-housing flat. As the brothers (Phil Daniels and Tim Roth) grow increasingly disaffected, Leigh punctuates the grinding boredom of their daily existence with tense encounters, including with a priggish aunt (Marion Bailey) who has managed to become middle-class and a blithering skinhead on the verge of psychosis (a scene-stealing Gary Oldman, in his first major role). Informed by Leigh’s now trademark improvisational process and propelled by the lurching rhythms of its Beckett-like dialogue,Meantimeis an unrelenting, often blisteringly funny look at life on the dole.",Mike Leigh,United Kingdom,1984,English,https://s3.amazonaws.com/criterion-production/films/6c6bfbed7167e5951b922334bd8b4711/0c2Z1MYRYKs2VIlEZHrgHxQtyoHgXj_large.jpg,0082727
701,MEDIUM COOL,"It’s 1968, and the whole world is watching. With the U.S. in social upheaval, famed cinematographer Haskell Wexler decided to make a film about what the hell was going on.Medium Cool, his debut feature, plunges us into the moment. With its mix of fictional storytelling and documentary technique, this depiction of the working world and romantic life of a television cameraman (Robert Forster) is a visceral cinematic snapshot of the era, climaxing with an extended sequence shot right in the middle of the riots surrounding the Democratic National Convention in Chicago. An inventive commentary on the pleasures and dangers of wielding a camera,Medium Coolis as prescient a political film as Hollywood has ever produced.",Haskell Wexler,United States,1969,English,https://s3.amazonaws.com/criterion-production/films/b8d150ed20e90cb009b9cd92f6b838a2/OkOUDcVNqdlmsGnZOh3S4rYkZfKhfF_large.jpg,0064652
702,MEMORIES OF UNDERDEVELOPMENT,"This film by Tomás Gutiérrez Alea is the most renowned work in the history of Cuban cinema. After his wife and family flee in the wake of the Bay of Pigs invasion, the bourgeois intellectual Sergio (Sergio Corrieri) passes his days wandering Havana in idle reflection, his amorous entanglements and political ambivalence gradually giving way to a mounting sense of alienation. With this adaptation of an innovative novel by Edmundo Desnoes, Gutiérrez Alea developed a cinematic style as radical as the times he was chronicling, creating a collage of vivid impressions through the use of experimental editing techniques, archival material, and spontaneously shot street scenes. Intimate and densely layered,Memories of Underdevelopmentprovides an indictment of its protagonist’s disengagement and an extraordinary glimpse of life in postrevolutionary Cuba.Memories of Underdevelopmentwas restored by the Cineteca di Bologna at L’Immagine Ritrovata laboratory in association with Instituto Cubano del Arte e Industria Cinematográficos (ICAIC). Restoration funded by the George Lucas Family Foundation and The Film Foundation’s World Cinema Project.",Tomás Gutiérrez Alea,Cuba,1968,Spanish,https://s3.amazonaws.com/criterion-production/films/ab7f9848b3ca887189e1062a54bc1cf8/KsP2XYjmdLyOg5TnhB6uZpsw2DhU95_large.jpg,0063291
705,THE MERCHANT OF FOUR SEASONS,"New German Cinema icon Rainer Werner Fassbinder kicked off a new phase of his young career when he made the startlingThe Merchant of Four Seasons.In this anguished yet mordantly funny film, Fassbinder charts the decline of a self-destructive former policeman and war veteran struggling to make ends meet for his family by working as a fruit vendor. Fassbinder had gained acclaim for a series of trenchant, quickly made early films, but for this one he took more time and forged a new style—featuring a more complexly woven script and narrative structure and more sophisticated use of the camera, and influenced by the work of his recently discovered idol, Douglas Sirk. The result is a meticulously made, unforgiving social satire.",Rainer Werner Fassbinder,Germany,1971,German,https://s3.amazonaws.com/criterion-production/films/4345be062217f5128a742868d437e3b0/1a6ixmqVTV7IW4Sor60w8cVcYMxbgx_large.jpg,0067227
706,MERRY CHRISTMAS MR. LAWRENCE,"In this captivating, skewed World War II drama from Nagisa Oshima, David Bowie regally embodies Celliers, a British officer interned by the Japanese as a POW. Rock star Ryuichi Sakamoto (who also composed this film’s hypnotic score) plays the camp commander, obsessed with the mysterious blond major, while Tom Conti is the British lieutenant colonel Lawrence, who tries to bridge the emotional and language divides between captor and prisoner. Also featuring actor-director Takeshi Kitano in his first dramatic role,Merry Christmas Mr. Lawrenceis a multilayered, brutal, at times erotic tale of culture clash, and one of Oshima’s greatest successes.",Nagisa Oshima,"United Kingdom,                                              Japan",1983,"English,                                          Japanese",https://s3.amazonaws.com/criterion-production/films/c001b5fea06b5d20070d9460186f5fcc/E87js9pkGDYnXsgoQypgYqyAvKy1j4_large.jpg,0085933
707,METROPOLITAN,"One of the great American independent films of the 1990s, the surprise hitMetropolitan,by writer-director Whit Stillman, is a sparkling comedic chronicle of a young man’s romantic misadventures while trying to fit in to New York City’s debutante society. Stillman’s deft, literate dialogue and hilariously highbrow observations earned this first film an Academy Award nomination for best original screenplay. Beneath the wit and sophistication, though, lies a tender tale of adolescent anxiety.",Whit Stillman,United States,1990,English,https://s3.amazonaws.com/criterion-production/films/a4030fd0d405faa565150a8bd8614425/MMVDGYzCcqxhnhCe4gPzo36yLJp9aq_large.jpg,0100142
764,NAKED LUNCH,"In this adaptation of William S. Burroughs’s hallucinatory, once-thought-unfilmable novelNaked Lunch,directed by David Cronenberg, a part-time exterminator and full-time drug addict named Bill Lee (Peter Weller) plunges into the nightmarish Interzone, a netherworld of sinister cabals and giant talking bugs. Alternately humorous and grotesque—and always surreal—the film mingles aspects of Burroughs’s novel with incidents from the writer’s own life, resulting in an evocative paranoid fantasy and a self-reflexive investigation into the mysteries of the creative process.",David Cronenberg,Canada,1991,English,https://s3.amazonaws.com/criterion-production/films/90d418713a2e7ecc053c7cea7f3edc07/BmQGbMPdDYJ7IwGNosdZiWUsJXh3EI_large.jpg,0102511
708,MIDNIGHT COWBOY,"One of the British New Wave’s most versatile directors, John Schlesinger came to New York in the late 1960s to makeMidnight Cowboy,a picaresque story of friendship that captured a city in crisis and sparked a new era of Hollywood movies. Jon Voight delivers a career-making performance as Joe Buck, a wide-eyed hustler from Texas hoping to score big with wealthy city women; he finds a companion in Enrico “Ratso” Rizzo, an ailing swindler with a bum leg and a quixotic fantasy of escaping to Florida, played by Dustin Hoffman in a radical departure from his breakthrough inThe Graduate.A critical and commercial success despite controversy over what the MPAA termed its “homosexual frame of reference,” Midnight Cowboy became the first X-rated film to receive the best picture Oscar, and decades on, its influence still reverberates through cinema.",John Schlesinger,United States,1969,English,https://s3.amazonaws.com/criterion-production/films/85ebb0e5781f605179432d071eb3b340/Ayry8QwcAWWRZhyaMkSpzG3TSZ9JoJ_large.jpg,0064665
709,THE MIKADO,"The legendary Gilbert and Sullivan troupe the D’Oyly Carte Opera Company joined forces with Hollywood for this 1939 Technicolor version of the beloved comic operaThe Mikado,the first work by the famed duo to be adapted for the screen. Directed by musician and Oscar-nominated filmmaker Victor Schertzinger, it is a lavish cinematic retelling of the British political satire set in exotic Japan, with such enduringly popular numbers as “A Wand’ring Minstrel I” and “Three Little Maids from School,” and featuring American singer Kenny Baker as well as a host of renowned D’Oyly Carte performers, including Martyn Green and Sydney Granville.",Victor Schertzinger,"United Kingdom,                                              United States",1939,English,https://s3.amazonaws.com/criterion-production/films/e3c058a69006d26b6df4008dcbc87616/m2TegG4mLAOkV3oQmmKYYZxQmuFF8b_large.jpg,0031650
710,MIKEY AND NICKY,"Elaine May crafted a gangster film like no other in the nocturnal odysseyMikey and Nicky,capitalizing on the chemistry between frequent collaborators John Cassavetes and Peter Falk by casting them together as small-time mobsters whose lifelong relationship has turned sour. Set over the course of one night, this restless drama finds Nicky (Cassavetes) holed up in a hotel after the boss he stole money from puts a hit out on him. Terrified, he calls on Mikey (Falk), the one person he thinks can save him. Scripted to match the live-wire energy of its stars—alongside supporting players Ned Beatty, Joyce Van Patten, and Carol Grace—and inspired by real-life characters from May’s own childhood, this unbridled portrait of male friendship turned tragic is an unsung masterpiece of American cinema.",Elaine May,United States,1976,English,https://s3.amazonaws.com/criterion-production/films/75bd4ba4aa9a9d8513db2681a8dae91c/YdcUA8pNAJMrE2ohla7lNNYktgjcug_large.jpg,0074901
711,MILDRED PIERCE,"Melodrama casts noirish shadows in this portrait of maternal sacrifice from Hollywood master Michael Curtiz. Its iconic performance by Joan Crawford as Mildred, a single mother hell-bent on freeing her children from the stigma of economic hardship, solidified Crawford’s career comeback and gave the actor her only Oscar. But as Mildred pulls herself up by the bootstraps, first as an unflappable waitress and eventually as the well-heeled owner of a successful restaurant chain, the ingratitude of her materialistic firstborn (a diabolical Ann Blyth) becomes a venomous serpent’s tooth, setting in motion an endless cycle of desperate overtures and heartless recriminations. Recasting James M. Cain’s rich psychological novel as a murder mystery, this bitter cocktail of blind parental love and all-American ambition is both unremittingly hard-boiled and sumptuously emotional.",Michael Curtiz,United States,1945,English,https://s3.amazonaws.com/criterion-production/films/92fe059f5008090433c98d5c2a743c03/kKv4Q7rP0MAkK33MQIydi5xjcCUKpT_large.jpg,1492030
712,THE MILKY WAY,"The first of what Luis Buñuel later proclaimed a trilogy (along withThe Discreet Charm of the BourgeoisieandThe Phantom of Liberty) about the search for truth,The Milky Way(La voie lactee) daringly deconstructs contemporary and traditional views on Catholicism with ribald, rambunctious surreality. Two French beggars, present-day pilgrims en route to Spain''s holy city of Santiago de Compostela, serve as Buñuel''s narrators for an anticlerical history of heresy, told with absurdity and filled with images that rank among Buñuel''s most memorable (stigmatic children, crucified nuns) and hilarious (Jesus considering a good shave). A diabolically entertaining look at the mysteries of fanaticism,The Milky Wayremains a hotly debated work from cinema''s greatest skeptic.",Luis Buñuel,France,1969,French,https://s3.amazonaws.com/criterion-production/films/02da6d0b2fd1e950fd9957183fdc7e4c/ej69g5q5pHy14hEGuprhPOTERaAEuI_large.jpg,0066534
713,LE MILLION,"An impoverished artist discovers he has purchased a winning lottery ticket at the very moment his creditors come to collect. The only problem is, the ticket is in the pocket of his coat. . . which he left at his girlfriend’s apartment. . . who gave the coat to a man hiding from the police. . . who sells the coat to an opera singer who uses it during a performance. By turns charming and inventive, René Clair’s lyrical masterpiece had a profound impact on not only the Marx Brothers and Charlie Chaplin, but on the American musical as a whole.",René Clair,France,1931,French,https://s3.amazonaws.com/criterion-production/films/5f4fc2e5d3ebab58daaae1dc5d73a1ac/N7iNQnZu33LYmihkfPYU9o0Un9XM6k_large.jpg,0022150
714,MINISTRY OF FEAR,"Suffused with dread and paranoia, this Fritz Lang adaptation of a novel by Graham Greene is a plunge into the eerie shadows of a world turned upside down by war. En route to London after being released from a mental institution, Stephen Neale (Ray Milland) stops at a seemingly innocent village fair, after which he finds himself caught in the web of a sinister underworld with possible Nazi connections. Lang was among the most illustrious of the European émigré filmmakers working in Hollywood during World War II, andMinistry of Fearis one of his finest American productions, an unpredictable thriller with style to spare.",Fritz Lang,United States,1944,English,https://s3.amazonaws.com/criterion-production/films/1a5c01f75aef9b18d08f9ccbf5561972/zVKSQvVRaxcsqWeU0EVzXYRkFFxWSp_large.jpg,0037075
715,LES MISÉRABLES,"Hailed by film critics around the world as the greatest screen adapation of Victor Hugo''s mammoth nineteenth-century novel, Raymond Bernard''s dazzling, nearly five-hourLes misérablesis a breathtaking tour de force, unfolding with the depth and detail of its source. Featuring stunning art direction and cinematography and unforgettable performances by the exquisite Harry Baur (who died tragically during World War II), as Jean Valjean, and the legendary Charles Vanel, as Inspector Javert,Les misérablesis one of the triumphs of French filmmaking.",Raymond Bernard,France,1934,French,https://s3.amazonaws.com/criterion-production/films/0074d059af8442e00101f385c231abe2/TgMTqWh8AgVHGSJSNHKNjY1oODYw4u_large.jpg,1707386
716,MISHIMA: A LIFE IN FOUR CHAPTERS,"Paul Schrader’s visually stunning, collagelike portrait of the acclaimed Japanese author and playwright Yukio Mishima (played by Ken Ogata) investigates the inner turmoil and contradictions of a man who attempted the impossible task of finding harmony among self, art, and society. Taking place on the last day of Mishima’s life, when he famously committed public seppuku, the film is punctuated by extended flashbacks to the writer’s past as well as gloriously stylized evocations of his fictional works. With its rich cinematography by John Bailey, exquisite sets and costumes by Eiko Ishioka, and unforgettable, highly influential score by Philip Glass,Mishima: A Life in Four Chaptersis a tribute to its subject and a bold, investigative work of art in its own right.",Paul Schrader,United States,1985,Japanese,https://s3.amazonaws.com/criterion-production/films/d7d2cc1ca3a9564093ad17f390a1472e/SD2zJgkpw48fYDV15DU2gFI98ZyTgj_large.jpg,0089603
717,MISSING,"Missingis political filmmaker extraordinaire Costa-Gavras''s compelling, controversial dramatization of the search for American filmmaker and journalist Charles Horman, who mysteriously disappeared during the 1973 coup in Chile. Jack Lemmon and Sissy Spacek give magnetic, emotionally commanding performances as Charles''s father and wife, who are led by U.S. embassy and consulate officials through a series of bureaucratic dead-ends before eventually uncovering the terrifying facts about Charles’s fate and disillusioning truths about their government. Written and directed with clarity and conscience, the Academy Award–winningMissingis a testament to Costa-Gavras''s daring.",Costa-Gavras,United States,1982,English,https://s3.amazonaws.com/criterion-production/films/7aaed6f90996fb7acfde778d729243c7/AAb5rFrk6TBRsCkfUipjkHbarBlkZa_large.jpg,10855768
718,MISS JULIE,"Swedish filmmaker Alf Sjöberg''s visually innovative, Cannes Grand Prix-winning adaptation of August Strindberg''s renowned 1888 play brings to scalding life the excoriating words of the stage''s preeminent surveyor of all things rotten in the state of male-female relations.Miss Julievividly depicts the battle of the sexes and classes that ensues when a wealthy businessman''s daughter (Anita Björk, in a fiercely emotional performance) falls for her father''s bitter servant. Celebrated for its unique cinematic style (and censored upon its first release in the United States for its adult content), Sjöberg''s film was an important turning point in Scandinavian cinema.",Alf Sjöberg,Sweden,1951,Swedish,https://s3.amazonaws.com/criterion-production/films/f401c442afc5436ff37e07f148fcd279/Pq65076icJ0w5uYt26AiIZNbRW2vdK_large.jpg,2667960
719,MISTER JOHNSON,"A decade after he broke through withBreaker Morant,Australian director Bruce Beresford made another acclaimed film about the effects of colonialism on the individual. In a performance that earned him the Berlin Film Festival’s Silver Bear for best actor, Maynard Eziashi plays the title character, a Nigerian villager eager to work as a civil servant for the British authorities, including a sympathetic district officer (Pierce Brosnan), in the hope that it will benefit him in the future. Instead, his ambition leads to his tragic downfall.Mister Johnson,based on the 1939 novel by Joyce Cary, is a graceful, heartfelt drama about the limits of idealism, affectingly acted and handsomely shot.",Bruce Beresford,United States,1990,English,https://s3.amazonaws.com/criterion-production/films/2ffe68940a1051ef6ad60ec2b8c1f1ea/hzZ3f7lknomADbO0NVFkLvs5Yl9bnH_large.jpg,0102458
720,THE MODEL COUPLE,"In 1977 France, the Ministry of the Future chooses two normal, white, middle-class citizens, Claudine (Anémone) and Jean-Michel (André Dussolier), for a national experiment. They will be monitored and displayed on television for six months in a model apartment outfitted with state-of-the-art products and nonstop surveillance—the template for a new city for the new man. A searing satire of the breakdown of individual freedoms in the face of increasing governmental invasions of privacy, William Klein''sThe Model Coupledeftly investigates the fine line between democracy and totalitarianism.",William Klein,France,1977,French,https://s3.amazonaws.com/criterion-production/films/6335138bdf3c4c4653641af57bab3b15/Ws8H8iabLn22gWoYOIMP4twyUeM4sj_large.jpg,0191053
721,MODERN TIMES,"Modern Times,Charlie Chaplin’s last outing as the Little Tramp, puts the iconic character to work as a giddily inept factory employee who becomes smitten with a gorgeous gamine (Paulette Goddard). With its barrage of unforgettable gags and sly commentary on class struggle during the Great Depression,Modern Times—though made almost a decade into the talkie era and containing moments of sound (even song!)—is a timeless showcase of Chaplin’s untouchable genius as a director of silent comedy.",Charles Chaplin,United States,1936,English,https://s3.amazonaws.com/criterion-production/films/ea84da2f72396fc583c54892b92a5f10/4pVQR8QuPFQdZsErceEzrLlaCI48EL_large.jpg,0027977
